Protocol Risk,SubDomain Count,TLD Length,URL Length,?,-,%,=,@,!,^,&,#,Digit Count,Content Length,Redirects,Frames,IFrames,Tags,Phishing
1,2,3,6,1,1,1,1,1,1,1,1,1,11,22094,4,0,1,140,1
1,2,7,6,0,0,0,0,0,0,0,0,0,0,20274,10,0,0,133,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,165368,40,0,0,320,0
1,2,3,6,1,1,1,1,1,1,1,1,1,9,51824,0,0,0,1,1
1,2,2,6,0,0,0,0,0,0,0,0,0,6,1813,0,0,0,29,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,3358,5,0,0,41,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,1988,3,0,0,22,1
1,2,2,6,1,1,1,1,1,1,1,1,1,12,4529,1,0,0,45,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,44741,54,0,2,280,0
1,2,3,6,3,3,3,3,3,3,3,3,3,5,226,0,0,0,5,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,279676,1111,0,1,3090,0
1,2,3,6,1,1,1,1,1,1,1,1,1,0,38314,71,0,2,484,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0
1,2,3,6,0,0,0,0,0,0,0,0,0,1,115869,117,0,0,1327,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,370517,443,0,1,2035,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,162160,309,0,1,953,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,79580,121,0,0,736,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,22737,84,0,0,368,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,7223,8,0,0,162,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,919,0,0,0,13,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,44190,38,0,0,201,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,25117,48,0,0,225,0
1,2,2,6,0,0,0,0,0,0,0,0,0,9,507330,0,0,0,1,1
1,2,3,6,1,1,1,1,1,1,1,1,1,3,4441,2,0,0,43,1
1,2,3,6,1,1,1,1,1,1,1,1,1,10,30674,0,0,1,77,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,213548,409,0,0,1243,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,121614,132,0,0,669,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1698,6,0,0,28,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,830805,15,0,1,418,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,62665,30,0,2,265,0
1,2,2,6,0,0,0,0,0,0,0,0,0,2,5990,1,0,0,47,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,1811,0,0,0,29,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,5990,1,0,0,47,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,97961,88,0,0,691,0
1,2,2,6,0,0,0,0,0,0,0,0,0,2,5990,1,0,0,47,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,490927,487,0,1,2488,0
1,2,3,6,0,0,0,0,0,0,0,0,0,2,150752,130,0,0,804,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,6042,0,0,0,19,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,25773,56,0,1,314,0
1,2,3,6,1,1,1,1,1,1,1,1,1,0,83686,118,0,1,336,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,737,3,0,0,13,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,167050,153,0,1,1249,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,550659,262,0,1,2377,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1113309,1252,0,1,4454,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,20249,58,0,0,270,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,16053,66,0,0,329,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,615,2,0,0,13,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,615,2,0,0,13,0
1,2,3,6,4,4,4,4,4,4,4,4,4,0,4517,1,0,0,45,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,222280,335,0,1,2057,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,3909,2,0,0,21,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,146,0,0,0,8,0
1,2,2,6,0,0,0,0,0,0,0,0,0,1,6603,0,0,0,13,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,6603,0,0,0,13,1
1,2,3,6,0,0,0,0,0,0,0,0,0,1,313239,90,0,0,1150,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,59855,104,0,0,384,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,5987,1,0,0,47,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,11351,13,0,0,128,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,1302,5,0,0,26,0
1,2,3,6,0,0,0,0,0,0,0,0,0,4,19252,58,0,0,306,0
1,2,3,6,0,0,0,0,0,0,0,0,0,4,5987,1,0,0,47,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,801,1,0,0,9,1
1,2,2,6,0,0,0,0,0,0,0,0,0,7,6672,3,0,0,23,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,176625,4,0,0,52,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,2498194,258,0,1,2175,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,141858,86,0,0,430,0
1,2,3,6,6,6,6,6,6,6,6,6,6,7,1429,3,0,0,23,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,58994,248,0,1,780,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,463349,165,0,0,1123,0
1,2,3,5,2,2,2,2,2,2,2,2,2,0,1616,0,0,0,13,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,97360,60,0,0,539,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,107362,92,0,1,462,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,615,2,0,0,13,0
1,2,2,6,0,0,0,0,0,0,0,0,0,2,6603,0,0,0,13,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,142515,288,0,1,1218,0
1,2,2,6,0,0,0,0,0,0,0,0,0,2,6603,0,0,0,13,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,474621,134,0,0,3110,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,183575,151,0,1,1343,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,373,0,0,0,14,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,187026,95,0,0,982,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,122617,156,0,0,998,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,199,0,0,0,6,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,76479,90,0,0,1200,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,1365135,567,0,0,4888,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,421624,188,0,2,1388,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1806878,395,0,0,4554,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,22261,22,0,0,178,0
1,2,3,6,0,0,0,0,0,0,0,0,0,3,1141,0,0,0,10,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,194720,209,0,1,1203,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,40529,48,0,1,310,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,618756,280,0,4,1775,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,71,0,0,0,1,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,130222,238,0,1,1205,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,55436,52,0,0,296,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,87215,333,0,0,1428,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,163034,60,0,1,766,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,44311,33,0,0,343,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,6718,5,0,0,53,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,828795,938,0,0,4396,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,146,0,0,0,8,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,510261,141,0,0,907,0
1,2,3,6,0,0,0,0,0,0,0,0,0,2,126299,114,0,0,719,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,10612,0,0,2,53,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,53426,41,0,0,466,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,14298,0,0,0,53,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,226,0,0,0,5,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,72678,43,0,0,352,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,135312,128,0,0,1114,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,1815,0,0,0,29,1
1,2,2,6,12,12,12,12,12,12,12,12,12,22,6825,5,0,0,71,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,118081,43,0,7,743,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,573747,155,0,0,2507,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,199,0,0,0,6,0
1,2,2,5,0,0,0,0,0,0,0,0,0,2,38016,1,0,0,70,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,34502,146,0,1,400,0
1,2,4,6,0,0,0,0,0,0,0,0,0,0,706693,11,0,0,64,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,130437,0,0,0,55,1
1,2,4,6,0,0,0,0,0,0,0,0,0,6,706693,11,0,0,64,1
1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,226,0,0,0,5,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,59035,4,0,0,321,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,257,0,0,0,6,0
1,2,4,6,0,0,0,0,0,0,0,0,0,4,706693,11,0,0,64,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,117416,181,0,0,741,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,78645,259,0,0,806,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,176749,139,0,3,1019,0
1,2,2,6,0,0,0,0,0,0,0,0,0,4,6603,0,0,0,13,1
1,2,4,6,0,0,0,0,0,0,0,0,0,0,7658,9,0,0,73,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,122698,59,0,3,530,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,5670,1,0,0,50,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,190734,25,0,0,658,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,63023,58,0,0,317,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1623516,110,0,1,978,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,33972,15,0,0,107,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,30251,23,0,0,213,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,5516,0,0,0,19,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,199698,163,0,1,1216,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,470229,319,0,2,2185,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,136601,112,0,1,1188,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,99672,35,0,0,459,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,213297,205,0,0,1653,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,197124,17,0,1,417,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,88129,106,0,0,710,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,260771,110,0,0,814,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,19899,9,0,0,128,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,320073,327,0,1,1902,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,166633,82,0,1,678,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,645798,369,0,0,2048,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1561,1,0,0,13,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,2114120,439,0,0,3141,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,918,3,0,0,20,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,302878,219,0,0,1794,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,47648,97,0,1,483,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,33933,51,0,1,501,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,137757,79,0,1,660,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,276996,1,0,0,127,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,212055,64,0,0,658,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,70422,108,0,1,751,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,238520,110,0,0,1644,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,52038,42,0,1,179,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,2671,3,0,0,22,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,133257,114,0,0,924,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,88149,60,0,2,319,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,333956,68,0,0,697,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,241351,283,0,0,1439,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,3367,13,0,0,27,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,197140,1,0,0,93,0
1,2,4,6,1,1,1,1,1,1,1,1,1,0,1033,0,0,0,10,0
1,2,3,6,3,3,3,3,3,3,3,3,3,0,226,0,0,0,5,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1257683,138,0,4,1892,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,55502,70,0,0,335,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,111479,203,0,1,956,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,10330,14,0,0,143,0
1,2,3,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,7061,5,0,0,71,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,254630,269,0,3,1720,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,482742,177,0,0,1998,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,11722,4,0,0,30,0
1,2,3,6,1,1,1,1,1,1,1,1,1,0,1158,0,0,0,14,1
1,2,3,6,1,1,1,1,1,1,1,1,1,0,1158,0,0,0,14,1
1,2,3,6,0,0,0,0,0,0,0,0,0,1,106460,102,0,0,526,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,542846,208,0,0,810,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,118,0,0,0,6,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,640174,136,0,0,1328,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,784941,304,0,1,4188,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,63084,160,0,0,634,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,245648,116,0,0,777,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,616448,201,0,0,1778,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1004178,151,0,0,1809,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,51014,0,0,0,10,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,45118,5,0,0,106,0
1,2,4,5,1,1,1,1,1,1,1,1,1,2,138,0,0,0,8,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,332572,102,0,0,1147,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,294501,5,0,0,88,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,362946,97,0,0,1321,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,887520,90,0,0,1661,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,23587,19,0,0,87,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,146,0,0,0,8,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,2596839,754,0,2,5979,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,146,0,0,0,8,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,35452,14,0,0,261,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,128567,125,0,0,1084,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,77158,15,0,0,175,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,53148,83,0,1,551,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,99917,89,0,0,1101,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1020,1,0,0,13,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,197774,203,0,1,1233,0
1,2,3,6,3,3,3,3,3,3,3,3,3,0,1927575,27,0,0,2161,1
1,2,6,6,0,0,0,0,0,0,0,0,0,0,270515,259,0,1,1277,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,331584,124,0,1,1429,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,114939,103,0,1,743,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,584215,6,0,0,171,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,241249,262,0,0,2840,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,330650,239,0,5,1094,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,9233,1,0,0,12,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,913841,565,0,1,5085,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,2587,0,0,0,25,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1216363,229,0,1,1787,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,2367,4,0,0,32,0
1,2,3,6,0,0,0,0,0,0,0,0,0,1,358898,683,0,2,1898,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,129055,159,0,0,915,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,17491,32,0,0,217,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,121508,0,0,0,118,0
1,2,3,6,1,1,1,1,1,1,1,1,1,0,117535,70,0,1,829,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,309418,82,0,0,917,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,15684,0,0,1,80,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,112802,126,0,0,542,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,2671,3,0,0,22,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,6072,0,0,0,19,0
1,2,3,6,1,1,1,1,1,1,1,1,1,0,25337,24,0,0,162,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,159544,42,0,0,599,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,6029,0,0,0,19,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,100053,161,0,1,854,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,1821,0,0,0,29,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,126063,103,0,2,1064,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,35296,5,0,0,113,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,168884,16,0,0,290,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1187550,177,0,1,1154,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,302082,229,0,3,1783,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,119956,109,0,1,837,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,199725,148,0,2,777,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1889940,548,0,0,2083,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,5705,0,0,0,18,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,7136,3,0,0,56,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,405277,313,0,0,2089,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1809,0,0,0,17,1
1,2,3,6,1,1,1,1,1,1,1,1,1,0,1809,0,0,0,17,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,44137,45,0,1,245,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,23655,19,0,0,87,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,20451,0,0,0,54,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,91434,232,0,1,1048,0
1,2,3,6,1,1,1,1,1,1,1,1,1,0,180,0,0,0,6,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,189918,282,0,5,1024,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,41654,164,0,0,598,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,113790,64,0,1,577,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,835798,65,0,0,362,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,52498,111,0,8,611,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1809,0,0,0,17,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,146,0,0,0,8,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1809,0,0,0,17,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1809,0,0,0,17,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1809,0,0,0,17,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1809,0,0,0,17,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,36230,49,0,4,341,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,1823,0,0,0,29,1
1,2,3,6,1,1,1,1,1,1,1,1,1,11,41689,0,0,0,1,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1492368,276,0,0,2036,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,118787,96,0,0,450,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,176751,233,0,1,869,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,57167,138,0,0,578,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,212,0,0,0,5,0
1,2,3,5,2,2,2,2,2,2,2,2,2,2,1821,0,0,0,29,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,676492,452,0,0,2184,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,196963,153,0,0,1101,0
1,2,2,6,0,0,0,0,0,0,0,0,0,11,6672,3,0,0,23,1
1,2,2,6,1,1,1,1,1,1,1,1,1,2,3909946,0,0,0,1,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,4512,1,0,0,45,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,172998,336,0,0,1761,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,7604,1,0,0,20,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,6779,4,0,0,58,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1513098,341,0,0,9854,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,6085,0,0,0,19,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1249473,46,0,0,1396,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,47618,85,0,0,436,0
1,2,2,6,0,0,0,0,0,0,0,0,0,2,3909946,0,0,0,1,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,2682,1,0,1,35,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,44165,45,0,1,245,0
1,2,4,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
1,2,3,6,1,1,1,1,1,1,1,1,1,13,3909946,0,0,0,1,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,266924,204,0,2,1430,0
1,2,2,6,0,0,0,0,0,0,0,0,0,9,6672,3,0,0,23,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,52833,0,0,0,63,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,12645,21,0,0,148,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,215836,62,0,1,555,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,488843,206,0,1,1557,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,10538,27,0,0,117,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,378718,198,0,1,1385,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,265,0,0,0,6,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,927414,434,0,0,4496,0
1,2,4,6,0,0,0,0,0,0,0,0,0,2,3909946,0,0,0,1,1
1,2,2,6,0,0,0,0,0,0,0,0,0,13,3909946,0,0,0,1,1
1,2,3,6,1,1,1,1,1,1,1,1,1,9,4410,0,0,0,13,1
1,2,3,6,1,1,1,1,1,1,1,1,1,9,308975,0,0,0,66,1
1,2,2,6,0,0,0,0,0,0,0,0,0,9,6672,3,0,0,23,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,122,0,0,0,6,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,89164,221,0,0,905,0
1,2,3,6,1,1,1,1,1,1,1,1,1,4,308975,0,0,0,66,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,245829,35,0,1,321,0
1,2,3,6,1,1,1,1,1,1,1,1,1,2,3909946,0,0,0,1,1
1,2,4,6,0,0,0,0,0,0,0,0,0,0,660,0,0,0,15,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,1809,0,0,0,29,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,845146,381,0,0,2511,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,47769,65,0,2,517,0
1,2,4,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1356346,195,0,0,1260,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1268153,188,0,0,2512,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,48483,19,0,1,359,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,6134,0,0,0,19,0
1,2,2,6,0,0,0,0,0,0,0,0,0,4,6672,3,0,0,23,1
1,2,2,6,0,0,0,0,0,0,0,0,0,0,15646,2,0,0,23,0
1,2,2,6,0,0,0,0,0,0,0,0,0,0,94753,112,0,0,1251,0
1,2,3,6,1,1,1,1,1,1,1,1,1,4,4410,0,0,0,13,1
1,2,3,6,0,0,0,0,0,0,0,0,0,0,185175,270,0,1,940,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,578120,497,0,1,2025,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,84625,11,0,0,469,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,632903,92,0,1,749,0
1,2,3,6,0,0,0,0,0,0,0,0,0,0,1307873,15,0,1,288,0
1,2,2,6,0,0,0,0,0,0,0,0,0,16,634269,0,0,0,1,1
1,2,2,6,0,0,0,0,0,0,0,0,0,11,684549,0,0,0,1,1
1,2,3,6,1,1,1,1,1,1,1,1,1,11,684549,0,0,0,1,1
1,2,3,6,1,1,1,1,1,1,1,1,1,16,634269,0,0,0,1,1
1,2,2,6,1,1,1,1,1,1,1,1,1,9,684549,0,0,0,1,1
1,2,2,6,0,0,0,0,0,0,0,0,0,9,684549,0,0,0,1,1
